Sr.,Station,day,month,year,CO,NO2,SO2,Temperature,Humudity,Noise,O3,Uray,AQI,PM2_5,PM10
24614,29,7,6,2022,0.52,2.95,2.04,37.51,62.54,70.16,82.54535,4,49,18.81,97.89
24615,29,8,6,2022,0.45,3.15,2.04,33.25,78.51,76.8,83.81773,8,71,20.19,59.59
24616,29,9,6,2022,0.51,2.92,0.01,29.54,50.26,76.8,86.78658,6,49,48.56,71.84
24617,29,10,6,2022,0.44,4.15,2.04,29.89,50.35,76.4,66.20958,4,91,48.56,80
24618,29,11,6,2022,0.37,7.38,1.2,33.45,39.41,70.16,82.28046,3,59,37.8,42.88
24619,29,12,6,2022,0.39,3.19,1.2,33.75,60.06,68.17,92.52669,7,63,86.14,84.88
24620,29,13,6,2022,0.5,1.62,2.04,32.78,61.54,72.38,96.4635,7,71,23.66,44.83
24621,29,14,6,2022,0.41,6.64,2.04,31.58,50.35,69.97,73.32785,4,49,20.12,28.79
24622,29,15,6,2022,0.42,13.18,0.01,33.79,39.41,74.74,64.41218,4,91,20.66,39.79
24623,29,16,6,2022,0.43,6.45,1.2,34.25,60.06,67.77,150.15589,8,59,17.47,72.61
24624,29,17,6,2022,0.45,6.05,2.04,31.78,61.54,70.16,96.53158,6,63,21.03,105.7
24625,29,18,6,2022,0.46,3.4,2.04,29.64,65.53,76.8,82.54535,4,63,26.43,83.81
24626,29,19,6,2022,0.47,1.42,0.01,28.45,62.54,67.77,61.30031,3,71,30.66,86.78
24627,29,20,6,2022,0.47,1.78,0.01,27.62,78.51,66.3,73.05961,4,49,28.97,66.2
24628,29,21,6,2022,0.52,4,1.2,29.43,32.93,76.4,75.92088,8,71,22.96,82.28
24629,29,22,6,2022,0.53,8.68,2.04,29.21,77.9,70.16,67.29881,4,49,15.75,92.52
24630,29,23,6,2022,0.5,1.86,2.04,27.16,62.54,68.35,73.5337,3,91,18.53,96.46
24631,29,24,6,2022,0.32,4.46,2.04,34.22,77.9,76.8,61.26108,3,49,37.8,64.7
24632,29,25,6,2022,0.34,4.46,2.04,39.51,62.54,67.77,83.89496,7,91,21.55,92.66
24633,29,26,6,2022,0.56,4.69,0.01,38.61,78.51,66.3,73.5337,7,52,17.33,84.88
24634,29,27,6,2022,0.6,6.26,0.02,39.07,32.93,76.4,67.29881,4,72,23.4,44.83
24635,29,28,6,2022,1.06,9.46,2.04,36.63,77.9,73.98,56.13123,4,49,38.17,28.79
24636,29,29,6,2022,0.59,2.77,2.04,37.51,50.26,76.8,49.8473,8,91,24.81,39.79
24637,29,30,6,2022,0.57,6.64,2.04,34.22,50.35,67.77,15.75569,6,59,37.8,72.61
24638,29,1,7,2022,0.6,5.31,2.04,36.63,39.41,66.3,15.47367,4,52,21.55,101.43
24639,29,2,7,2022,0.7,4.38,1.2,37.51,60.06,76.4,11.27884,3,72,17.33,149.69
24640,29,3,7,2022,0.69,9.54,1.2,34.22,50.35,76.4,17.31431,4,49,23.4,97.89
24641,29,4,7,2022,0.61,5.3,2.04,39.51,39.41,70.16,15.47367,8,91,38.17,59.59
24642,29,5,7,2022,0.62,3.67,2.04,38.61,60.06,76.8,11.27884,6,59,36.22,71.84
24643,29,6,7,2022,0.58,3.18,0.01,39.07,61.54,67.77,17.31431,4,63,68.67,80
24644,29,7,7,2022,0.57,2.69,1.2,36.63,65.53,66.3,8.25859,3,71,17.69,42.88
24645,29,8,7,2022,0.52,2.95,2.04,37.51,62.54,76.4,1.26931,4,49,18.81,97.89
24646,29,9,7,2022,0.45,3.15,2.04,33.25,78.51,70.16,41.00188,8,71,20.19,59.59
24647,29,10,7,2022,0.51,2.92,0.01,29.54,50.26,68.35,61.26108,6,49,48.56,71.84
24648,29,11,7,2022,0.44,4.15,2.04,29.89,50.35,70.82,83.89496,4,91,48.56,80
24649,29,12,7,2022,0.37,7.38,1.2,33.45,39.41,70.43,73.5337,3,59,37.8,42.88
24650,29,13,7,2022,0.39,3.19,1.2,33.75,60.06,76.68,67.29881,7,63,21.55,84.88
24651,29,14,7,2022,0.5,1.62,2.04,32.78,61.54,73.07,15.47367,7,71,17.33,44.83
24652,29,15,7,2022,0.52,3.38,2.04,31.58,50.35,73.98,11.27884,4,49,23.4,28.79
24653,29,16,7,2022,0.63,2.27,0.01,33.79,39.41,76.8,17.31431,4,91,38.17,39.79
24654,29,17,7,2022,0.55,6.31,1.2,34.25,60.06,67.77,8.25859,8,59,24.81,72.61
24655,29,18,7,2022,0.42,3.08,2.04,31.78,61.54,70.16,1.26931,6,63,37.8,101.43
24656,29,19,7,2022,0.42,2.83,2.04,29.64,65.53,76.8,41.00188,4,63,21.55,149.69
24657,29,20,7,2022,0.4,7.6,0.01,28.45,62.54,67.77,61.26108,3,71,17.33,97.89
24658,29,21,7,2022,0.43,7.77,0.01,27.62,78.51,66.3,83.89496,4,49,23.4,59.59
24659,29,22,7,2022,0.53,4.43,1.2,29.43,32.93,76.4,73.5337,8,71,38.17,71.84
24660,29,23,7,2022,0.42,4.85,2.04,29.21,77.9,70.16,67.29881,4,49,38.17,80
24661,29,24,7,2022,0.52,3.15,2.04,27.16,62.54,68.35,73.5337,3,91,36.22,39.79
24662,29,25,7,2022,0.85,56,1.56,33,53,112,20.59,5,87,35.66,17.79
24663,29,26,7,2022,0.68,86.63,2.13,29,59,100,27.64,8,108,47.47,38.63
24664,29,27,7,2022,0.85,79.64,2.96,31,54,110,29.56,6,116,52.57,46.37
24665,29,28,7,2022,0.68,78.06,2.48,29,51,90,28.67,7,106,55.47,76.56
24666,29,29,7,2022,0.98,84.69,1.74,32,56,95,29.76,8,135,57.06,59.18
24667,29,30,7,2022,0.69,82.37,1.19,33,57,100,28.98,4,149,76.49,54.47
24668,29,31,7,2022,0.89,89.67,2.96,34,53,100,26.58,6,89,75.78,71.39
24669,29,1,8,2022,0.78,84.67,2.87,33,58,116,29.58,7,89,67.47,79.46
24670,29,2,8,2022,0.96,73.03,2.59,33,54,114,23.56,4,102,52.57,65.38
24671,29,3,8,2022,0.85,89.14,2.49,33,58,127,19.73,6,106,72.57,65.87
24672,29,4,8,2022,0.85,84.78,2.16,35,59,139,23.75,7,108,67.06,41.38
24673,29,5,8,2022,0.98,83.98,2.91,32,57,116,31.76,8,107,60.49,38.42
24674,29,6,8,2022,1.65,83.47,1.35,33,54,168,29.19,4,109,75.78,53.38
24675,29,7,8,2022,1.45,68.57,1.24,34,53,110,29.19,5,106,86.39,52.56
24676,29,8,8,2022,1.06,82.57,1.69,34,51,90,20.65,6,149,70.28,66.58
24677,29,9,8,2022,0.96,67.06,1.75,34,49,95,19.42,5,120,62.28,59.78
24678,29,10,8,2022,0.97,38.09,2.38,34,58,110,60.23,4,90,71.21,37.5
24679,29,11,8,2022,0.78,33.89,2.07,32,53,110,51.81,5,62,66.01,25.56
24680,29,12,8,2022,0.51,42.69,2.83,30,51,110,55.4,6,60,63.92,25.64
24681,29,13,8,2022,0.64,27.19,2.36,33,49,110,53.75,6,71,10.21,23.4
24682,29,14,8,2022,0.78,37.77,1.65,33,56,120,60.23,3,62,37.07,38.17
24683,29,15,8,2022,0.51,15.27,1.03,34,59,125,44,4,59.52,73.89,38.17
24684,29,16,8,2022,0.78,28.69,1.78,31,54,110,38.51,7,60,89.68,36.22
24685,29,17,8,2022,1.1,64.74,1.69,29,51,112,26.35,8,73,84.89,23.08
24686,29,18,8,2022,0.58,74.58,2.06,29,53,110,28.39,7,62,51.17,23.08
24687,29,19,8,2022,0.73,72.63,2.91,32,59,112,48.12,6,59.52,30.2,78.5
24688,29,20,8,2022,0.82,62.45,2.04,32,51,117,66.65,4,60,37.77,34.21
24689,29,21,8,2022,0.75,77.66,2.01,32,54,110,63.86,6,73,15.27,35.62
24690,29,22,8,2022,0.7,80.43,2.27,32,57,110,63.86,5,67,28.69,25.64
24691,29,23,8,2022,0.71,93.58,2.38,33,59,112,46.37,6,67,64.74,21.88
24692,29,24,8,2022,1.23,44.39,1.86,32,58,90,11.19,6,95,20.2,91.17
24693,29,25,8,2022,0.56,42.38,2.06,29,54,112,42.58,4,88,22.13,70.59
24694,29,26,8,2022,0.64,44.82,2.91,31,58,110,42.58,5,96,4.55,51.56
24695,29,27,8,2022,0.65,44.33,2.04,33,59,110,16.63,8,93,2.04,71.52
24696,29,28,8,2022,0.64,36.51,2.01,33,59,112,33.71,7,68,55.42,75.85
24697,29,29,8,2022,1.02,38.07,2.27,34,65,92,35.06,6,87,52.41,36.36
24698,29,30,8,2022,0.8,38.63,2.38,33,78,89,35.46,4,57,37.96,36.36
24699,29,31,8,2022,0.56,42.28,2.07,33,59,96,34.32,8,55,89.74,55.12
24700,29,1,9,2022,0.88,44.67,2.83,34,68,108,35.06,7,65,86.31,12.5
24701,29,2,9,2022,0.89,44.67,2.36,33,63,116,38.52,2,113,1.57,65.26
24702,29,3,9,2022,1.2,21.17,1.65,35,65,114,35.46,4,169,159.51,76.48
24703,29,4,9,2022,0.62,69.63,3,35,58,110,26.65,4,83,41.58,111.1
24704,29,5,9,2022,0.64,67.29,1.54,31,60,110,31.17,8,63,35.67,117.79
24705,29,6,9,2022,2.2,80.49,1.03,34,61,112,34.56,6,111,35.61,78.28
24706,29,7,9,2022,1.2,55.78,1.01,36,59,117,28.12,5,66,52.94,78.28
24707,29,8,9,2022,1.2,46.39,1.24,37,58,100,22.53,3,191,45.61,78.28
24708,29,9,9,2022,2.29,36.51,1.31,38,54,110,30.02,2,112,14.27,62.58
24709,29,10,9,2022,2.49,35.72,1.67,38,56,90,32.53,4,106,16.45,3.53
24710,29,11,9,2022,2.26,82.65,1.9,38,72,95,21.56,7,69,55.14,100.09
24711,29,12,9,2022,2.14,29.81,1.03,36,73,100,27.89,8,69,20.08,30.25
24712,29,13,9,2022,2.14,35.51,1.09,33,75,100,39.35,5,89,36.73,36.68
24713,29,14,9,2022,2.29,40.55,2.03,34,69,110,34.51,7,92,51.41,65.28
24714,29,15,9,2022,2.49,42.81,2.06,32,65,110,26.67,4,92,49.37,42.46
24715,29,16,9,2022,1.05,34.14,1.7,31,67,110,15.23,6,75,31.25,90.01
24716,29,17,9,2022,1.07,52.03,1.8,32,70,110,20.21,6,65,25.25,125.33
24717,29,18,9,2022,0.78,30.46,1.48,34,71,110,27.65,5,198,0.45,125.23
24718,29,19,9,2022,0.8,71.14,1.36,34,72,110,56.65,6,184,22.25,77.36
24719,29,20,9,2022,0.99,75.16,1.78,34,48,110,28.28,8,185,20.35,44.12
24720,29,21,9,2022,0.62,51.1,2.54,33,55,112,30.32,9,211,50.25,56.35
24721,29,22,9,2022,0.66,40.16,2.84,33,58,117,40.45,4,195,50.45,58.65
24722,29,23,9,2022,1.2,56.04,2.6,33,55,110,33.25,6,80,72.25,116.24
24723,29,24,9,2022,0.91,44.41,2.48,33,50,110,2,5,101,85.25,90.54
24724,29,25,9,2022,2.3,70.1,1.8,35,60,112,16.24,4,48,42.15,55.22
24725,29,26,9,2022,2.25,89.43,0.55,33,66,117,35.25,6,49,22.31,55.66
24726,29,27,9,2022,2.1,75.43,0.98,35,64,117,50.64,8,50,50.24,59.25
24727,29,28,9,2022,0.97,20.7,2.07,35,59,110,28.8,5,62,42.35,34.84
24728,29,29,9,2022,1.05,34.14,1.7,35,67,110,15.23,6,75,31.25,90.01
24729,29,30,9,2022,1.07,52.03,1.8,35,70,110,20.21,6,65,25.25,125.33
24730,29,1,10,2022,0.78,30.46,1.48,35,71,110,27.65,5,198,0.45,125.23
24731,29,2,10,2022,0.8,71.14,1.36,35,72,120,56.65,6,184,22.25,77.36
24732,29,3,10,2022,0.99,75.16,1.78,35,48,125,28.28,8,185,20.35,44.12
24733,29,4,10,2022,0.62,51.1,2.54,35,55,110,30.32,9,211,50.25,56.35
24734,29,5,10,2022,0.66,40.16,2.84,36,58,112,40.45,4,195,50.45,58.65
24735,29,6,10,2022,1.2,56.04,2.6,37,55,110,33.25,6,80,72.25,116.24
24736,29,7,10,2022,0.91,44.41,2.48,34,50,110,2,5,101,85.25,90.54
24737,29,8,10,2022,0.85,23.14,2.14,32,51,112,1.1,7,88,75.65,90.15
24738,29,9,10,2022,1.52,77.47,2.17,33,54,117,24.83,6,125,56.07,137
24739,29,10,10,2022,1.7,82.57,1.19,35,53,120,23.72,5,196,88.92,176.24
24740,29,11,10,2022,1.7,82.57,1.63,34,49,125,23.72,6,196,88.92,134.2
24741,29,12,10,2022,1.08,47.06,1.28,35,48,110,46.84,8,88,47.08,88.65
24742,29,13,10,2022,1.01,50.49,2.17,35,46,112,40.95,5,63,20.35,60.36
24743,29,14,10,2022,1.22,55.78,2.16,35,52,117,31.33,4,78,29.95,77.92
24744,29,15,10,2022,1.36,46.39,2.18,36,53,110,27.5,7,76,36.17,76.41
24745,29,16,10,2022,1.4,50.28,2.14,35,54,110,28.31,6,96,40.3,96.44
24746,29,17,10,2022,1.04,50.28,1.26,35,56,110,21.3,4,106,50.25,108.3
24747,29,18,10,2022,1.22,55.78,1.56,36,59,110,31.33,8,78,29.95,77.92
24748,29,19,10,2022,0.89,52.33,1.29,36,58,112,12.11,6,105,45.76,106.88
24749,29,20,10,2022,1.07,34.37,3,36,51,110,21.23,5,61.3,24.44,58.32
24750,29,21,10,2022,1.63,72.48,1.54,36,54,110,28.14,6,121,42.24,118.19
24751,29,22,10,2022,1.63,72.48,1.79,36,53,112,28.14,4,121,42.24,118.19
24752,29,23,10,2022,1.15,0.23,1.65,36,52,110,4.06,7,58.36,24.35,26.25
24753,29,24,10,2022,2.84,39.48,2.56,36,56,110,0.1,8,111,48.12,78.28
24754,29,25,10,2022,1.11,52.46,2.68,35,55,115,40.78,6,66,5.55,78.28
24755,29,26,10,2022,1.07,42.39,2.46,36,54,116,28.49,5,79,48.57,62.58
24756,29,27,10,2022,1.32,48.29,2.79,36,57,118,29.79,3,68,39.58,63.41
24757,29,28,10,2022,1.32,48.29,2.12,35,51,116,29.79,2,68,39.58,63.41
24758,29,29,10,2022,1.19,42.66,2.68,36,52,123,31.27,4,69,41.19,64.21
24759,29,30,10,2022,0.83,24.84,2.56,37,56,110,7.15,4,72,13.33,9.08
24760,29,31,10,2022,0.93,37.82,0.97,35,71,114,35.87,4,98,48.12,71.86
24761,29,1,11,2022,0.82,36.68,1.97,35,79,127,32.71,7,104,5.55,87.81
24762,29,2,11,2022,0.69,23.46,1.99,35,80,139,35.71,8,102.2,48.57,54.2
24763,29,3,11,2022,0.54,21.64,1.13,35,81,116,35.71,4,91,3.43,54.2
24764,29,4,11,2022,0.54,22.72,1.19,36,82,112,33.1,6,63,3.43,28.15
24765,29,5,11,2022,0.74,30.51,2.13,37,79,117,35.89,4,102.2,12.04,31.78
24766,29,6,11,2022,0.73,72.1,2.96,37,75,120,34.93,7,91,3.61,31.24
24767,29,7,11,2022,0.91,22.72,2.18,35,76,125,45.82,5,102.2,15.78,32.2
24768,29,8,11,2022,0.54,64.5,2.14,35,69,110,45.62,6,150,31.22,29.51
24769,29,9,11,2022,0.58,30.51,1.26,35,68,112,45.62,4,108,29.61,60.36
24770,29,10,11,2022,0.58,26.59,1.56,34,73,117,34.77,7,120,56.23,32.2
24771,29,11,11,2022,0.6,26.42,1.29,33,76,110,35.49,8,172,23.27,29.51
24772,29,12,11,2022,1.38,44.3,2.07,33,54,92,33.42,5,143,13.33,55.76
24773,29,13,11,2022,1.38,44.3,1.9,34,53,89,27.56,8,125,72.46,59.64
24774,29,14,11,2022,0.75,67.66,1.03,33,58,89,29.64,7,143,66.46,48.63
24775,29,15,11,2022,1.23,84.47,2.38,34,53,96,26.78,5,147,56.98,21.88
24776,29,16,11,2022,1.93,96.57,2.07,33,51,108,50.02,5,148,47.47,39.04
24777,29,17,11,2022,1.38,84.79,2.83,34,49,116,4.28,6,156,52.57,79.66
24778,29,18,11,2022,1.75,94.68,2.36,32,56,114,45.82,8,140,55.47,79.65
24779,29,19,11,2022,0.77,48.63,1.24,33,63,110,21.97,8,92,55.42,88.43
24780,29,20,11,2022,0.86,47.18,1.31,32,65,110,17.63,6,112,63.64,97.18
24781,29,21,11,2022,0.94,51.64,1.67,32,76,115,14.45,7,131,69.33,103.83
24782,29,22,11,2022,0.72,49.19,1.54,31,72,116,15.18,6,156,76.91,112.77
24783,29,23,11,2022,0.7,45.58,1.79,32,73,118,14.67,5,213,93.88,127.66
24784,29,24,11,2022,0.77,50.43,1.65,31,75,116,12.35,4,227,97.95,130.97
24785,29,25,11,2022,0.77,43.49,2.56,31,76,123,18.49,5,136,70.75,108.2
24786,29,26,11,2022,0.65,38.67,2.68,31,79,116,18,6,69,32.97,69.32
24787,29,27,11,2022,0.7,43.39,1.96,31,59,113,17.81,6,67,29.9,66.84
24788,29,28,11,2022,0.59,40.18,1.48,32,69,114,17.49,3,75,39.76,74.71
24789,29,29,11,2022,0.69,46.07,1.64,32,76,90,26.84,4,117,65.03,100.42
24790,29,30,11,2022,0.69,46.07,1.24,32,53,85,16.84,7,117,65.03,100.42
24791,29,1,12,2022,0.52,24.48,2.46,31,51,110,14.7,8,76,45.04,76.48
24792,29,2,12,2022,0.57,27.23,2.79,30,49,123,19.5,4,61,18.73,50.5
24793,29,3,12,2022,0.61,35.81,2.12,31,54,116,11.39,6,62,27.7,62.19
24794,29,4,12,2022,0.77,42.43,2.06,31,58,113,11.27,7,68,33.21,67.6
24795,29,5,12,2022,0.82,42.3,2.83,31,59,114,14.72,8,72,33.15,72.1
24796,29,6,12,2022,0.75,42.3,2.36,30,67,90,28.61,4,71,33.26,71.4
24797,29,7,12,2022,0.84,46.52,1.65,30,78,85,32.2,6,76,37.2,76.17
24798,29,8,12,2022,0.49,23.58,1.03,30,54,110,18.06,5,64,31.7,63.53
24799,29,9,12,2022,0.85,45.37,1.01,30,61,123,26.51,6,76,32.21,75.71
24800,29,10,12,2022,0.85,45.37,1.24,30,58,110,16.73,8,76,32.21,75.71
24801,29,11,12,2022,0.55,41.68,1.31,30,54,110,21.3,9,73,33.54,73.1
24802,29,12,12,2022,0.68,47.53,1.67,31,56,112,25.89,4,115,64.37,113.06
24803,29,13,12,2022,0.56,39.89,1.24,32,57,110,37.34,6,75.68,66.54,67.59
24804,29,14,12,2022,0.64,45.63,1.31,32,75,123,25.64,5,95,50.23,95.15
24805,29,15,12,2022,0.75,54.16,1.67,31,73,110,37.61,4,105,59.31,106.77
24806,29,16,12,2022,0.78,46.56,1.54,32,72,115,42.34,3,99,48,99.94
24807,29,17,12,2022,0.78,46.56,1.79,33,75,116,14.13,5,99,48,99.94
24808,29,18,12,2022,0.77,50.54,2.49,34,72,110,65.35,6,79,40.28,78.84
24809,29,19,12,2022,0.62,37.03,2.16,33,76,110,13.35,4,91,50.13,90.89
24810,29,20,12,2022,0.49,23.58,2.12,32,79,112,18.06,7,64,31.7,63.53
24811,29,21,12,2022,0.85,45.37,2.68,32,59,110,26.51,5,76,32.21,75.71
24812,29,22,12,2022,0.85,45.37,2.56,32,67,110,16.73,4,76,32.21,75.71
24813,29,23,12,2022,0.55,41.68,2.38,30,78,110,21.3,6,73,33.54,73.1
24814,29,24,12,2022,0.68,47.53,2.07,27,54,112,25.89,4,115,64.37,113.06
24815,29,25,12,2022,0.56,39.89,2.83,27,66,110,37.34,8,75.68,66.54,67.59
24816,29,26,12,2022,0.64,45.63,2.36,26,68,110,25.64,7,95,50.23,95.15
24817,29,27,12,2022,0.75,54.16,1.65,27,63,110,37.61,6,105,59.31,106.77
24818,29,28,12,2022,0.78,46.56,1.78,28,65,115,42.34,4,99,48,99.94
24819,29,29,12,2022,0.78,46.56,1.69,28,76,116,14.13,6,99,48,99.94
24820,29,30,12,2022,0.77,50.54,0.89,31,72,118,65.35,9,79,40.28,78.84
24821,29,31,12,2022,0.62,37.03,2.51,30,73,116,13.35,4,91,50.13,90.89
24822,29,1,1,2023,0.7,41.47,2.45,28,57,123,17.49,5,105,58.19,107.03
24823,29,2,1,2023,0.89,51.98,2.69,27,61,116,15.8,6,112,62.59,117.5
24824,29,3,1,2023,0.89,51.98,2.91,27,58,113,15.8,5,112,62.59,117.5
24825,29,4,1,2023,0.38,31.84,2.06,26,54,114,18.28,7,86,44.72,86.67
24826,29,5,1,2023,0.77,50.54,2.08,24,56,90,65.35,4,79,40.28,78.84
24827,29,6,1,2023,0.69,42.34,1.24,24,63,85,19.65,3,75,31.88,75.49
24828,29,7,1,2023,1.37,93.66,1.86,26,67,110,4.59,4,124,67.08,132.14
24829,29,8,1,2023,0.78,36.85,1.76,28,65,125,31.74,6,94,52.49,94.63
24830,29,9,1,2023,0.78,36.85,1.69,31,65,110,11.74,7,94,52.49,94.63
24831,29,10,1,2023,1.25,52.9,1.71,30,68,112,25.12,5,115,64.41,120.23
24832,29,11,1,2023,0.96,53.56,1.86,30,78,117,25.12,6,116.12,68.52,121.25
24833,29,12,1,2023,0.52,34.34,1.48,31,59,125,14.55,4,96,40.14,96.9
24834,29,13,1,2023,0.47,30.62,2.87,29,68,110,24.75,6,125,28.1,130.95
24835,29,14,1,2023,0.43,27.34,2.59,25,63,112,25.36,5,94,44.99,94.55
24836,29,15,1,2023,0.43,27.34,2.49,25,65,117,17.53,3,94,44.99,94.55
24837,29,16,1,2023,0.67,44.03,2.16,25,76,110,17.51,6,89,38.35,89.36
24838,29,17,1,2023,0.67,44.03,3.12,15.67,50.88,110,17.51,8,89,38.35,89.36
24839,29,18,1,2023,0.54,42.1,2.8,16.86,46.48,125,17.81,5,80,35.3,80.16
24840,29,19,1,2023,0.74,53.69,1.78,32,79,109,14.65,5,86,39.8,86.55
24841,29,20,1,2023,0.62,49.1,1.69,32,59,110,13.78,6,91,46.33,91.43
24842,29,21,1,2023,0.59,44,0.16,20.04,46.52,90,12.92,5,118,65.17,113.6
24843,29,22,1,2023,0.47,40.57,1.79,17.04,53.78,127,17.83,7,186,46.75,86.29
24844,29,23,1,2023,0.65,51.39,1.96,28,76,116,15.76,6,126,67.87,118.17
24845,29,24,1,2023,0.7,51.47,2.39,31,51,118,15.76,7,207,92.07,157.47
24846,29,25,1,2023,0.75,48.21,2.41,31,71,116,7.77,8,204,124.86,107.49
24847,29,26,1,2023,0.54,38.31,1.39,32,53,123,23.15,4,106,59.17,80.16
24848,29,27,1,2023,0.45,36.92,1.96,32,45,116,15.59,5,185,39.5,84.9
24849,29,28,1,2023,0.46,35.79,1.48,32,53,113,28.31,7,93,50.52,93.8
24850,29,29,1,2023,0.69,38.35,2.69,31,57,108,32.2,6,212,93.57,154.73
24851,29,30,1,2023,0.69,38.35,2.91,30,80,109,31.51,5,158,93.57,124.73
24852,29,31,1,2023,0.52,31.54,2.04,31,72,110,28.28,6,99,53.64,99.33
24853,29,1,2,2023,0.58,35.26,2.07,35,57,110,14.29,6,63,26.06,62.72
24854,29,2,2,2023,0.75,41.47,2.83,35,47,110,21.2,3,65,38.2,65.27
24855,29,3,2,2023,0.72,40.65,1.89,31,66.06,103,31.1,7,64,42.2,63.83
24856,29,4,2,2023,0.88,48.89,1.14,32,65.49,108,32.2,3,77,32.75,77.37
24857,29,5,2,2023,0.88,48.89,1.63,37,62.39,109,17.96,5,77,32.75,77.37
24858,29,6,2,2023,1.04,61.69,1.45,25,70.56,110,45.36,2,108,56.63,111.64
24859,29,7,2,2023,0.75,38.9,1.04,26,62.05,112,38.2,4,98,42.6,98.25
24860,29,8,2,2023,0.75,38.9,1.12,28,61.54,120,12.58,6,98,42.6,98.25
24861,29,9,2,2023,1.18,62.17,1.07,29,59.15,116,27.41,3,87,55.2,86.94
24862,29,10,2,2023,0.94,46.78,2.56,30,61.59,129,31.2,2,107,48.81,109.85
24863,29,11,2,2023,1.04,61.69,1.24,35,66.66,127,45.36,4,108,56.63,111.64
24864,29,12,2,2023,0.62,30.86,1.67,31,65.37,118,16.1,5,78,31.2,78.13
24865,29,13,2,2023,0.78,34.42,1.31,29,89.64,110,22.2,7,43,38.2,41.2
24866,29,14,2,2023,1.04,45.31,1.69,33,61,118,30.2,5,57,45.2,48.2
24867,29,15,2,2023,1.25,48.2,0.89,32,59,116,21.71,6,62,42.2,48.58
24868,29,16,2,2023,1.32,44.43,2.51,29,58,125,24.3,7,66,49.2,78.2
24869,29,17,2,2023,1.47,44.5,1.75,31,54,110,24.28,5,73,51.2,63
24870,29,18,2,2023,1.32,47.57,1.58,33,56,112,34.2,6,66,46.2,56.28
24871,29,19,2,2023,1.37,50.86,1.39,33,57,168,39.66,7,68,44.2,54.28
24872,29,20,2,2023,1.32,49.55,1.27,34,51,112,37.4,6,66,44.2,54.28
24873,29,21,2,2023,1.32,49.55,2.65,33,51,110,37.4,4,66,15.64,26.45
24874,29,22,2,2023,0.9,47.99,2.43,33,68,110,22.84,8,68,24.27,54.84
24875,29,23,2,2023,0.91,42.72,2.14,34,63,110,29.81,7,54,41.2,43.2
24876,29,24,2,2023,0.91,42.72,2.82,33,65,112,31.26,6,53,39.51,35.41
24877,29,25,2,2023,1.09,47.59,2.98,35,63,110,29.8,4,60,30.21,23.76
24878,29,26,2,2023,0.89,40.12,2.46,35,59,110,18.89,6,51,35.24,23.95
24879,29,27,2,2023,1.09,42.94,2.78,31,55,112,23.93,5,55,41.36,23.72
24880,29,28,2,2023,0.97,35.53,2.14,34,66,92,26.44,6,48,36.51,22.46
24881,29,1,3,2023,0.97,35.53,2.62,28.23,55,116,26.44,7,48,3.43,22.46
24882,29,2,3,2023,1.07,43.38,1.24,27.96,56,113,25.68,8,55,43.02,24.1
24883,29,3,3,2023,1.17,49.25,1.56,27.99,75,112,18.69,6,62,44.36,23.39
24884,29,4,3,2023,1.26,50.07,1.08,29.09,68,115,23.26,7,63,44.44,23.98
24885,29,5,3,2023,1.13,39.37,1.32,30.31,69,111,19.12,8,56,54.82,22.9
24886,29,6,3,2023,0.83,34.72,1.83,29.82,66,110,13.11,5,143,83.69,21.92
24887,29,7,3,2023,0.8,36.04,2.31,28.59,61,116,22.34,6,145,69.57,24.61
24888,29,8,3,2023,0.72,39.57,2.54,26.43,62,113,14.98,7,149,44.16,24.09
24889,29,9,3,2023,0.52,78.44,2.23,27.65,65,122,20.2,6,135,44.87,23.36
24890,29,10,3,2023,0.97,37.26,2.56,31,54,110,21.03,8,57,42.36,22.06
24891,29,11,3,2023,0.88,33.74,2.49,31,51,110,23.23,4,44,38.2,42.2
24892,29,12,3,2023,0.97,38.78,2.14,31,56,110,29.48,6,48,38.28,42.5
24893,29,13,3,2023,0.97,38.78,2.31,30,57,110,19.18,4,58,33.58,33.14
24894,29,14,3,2023,1.17,41.63,2.67,30,53,110,26.54,7,58,48.2,47.2
24895,29,15,3,2023,0.91,42.72,2.78,30,54,112,29.81,5,96,41.2,43.2
24896,29,16,3,2023,0.76,41.31,2.87,30,53,116,30.33,5,52,44.2,48.58
24897,29,17,3,2023,0.76,41.31,2.04,30,50,110,30.33,5,62,44.01,53.07
24898,29,18,3,2023,0.51,38.35,2.01,30,49,110,26.34,6,61,43.52,51.67
24899,29,19,3,2023,0.51,38.35,2.27,31,48,125,22.53,7,47,24.09,33.11
24900,29,20,3,2023,0.58,30.13,2.38,32,48,110,28.2,8,57,47.2,51.2
24901,29,21,3,2023,0.61,35.02,1.59,32,49,110,42.07,5,43,25.26,36.99
24902,29,22,3,2023,1.25,48.2,1.86,31,50,112,28.2,7,62,42.2,48.58
24903,29,23,3,2023,0.52,33.33,2.65,30,52,115,31.2,5,41,38.2,40.28
24904,29,24,3,2023,1.2,36.7,1.58,32,55,119,38.97,8,54,42.28,48.52
24905,29,25,3,2023,0.42,34.2,2.99,36,52,120,25.65,4,63,43.2,59.85
24906,29,26,3,2023,0.42,29.09,3.58,32,47,110,16.69,8,36,3.92,23.62
24907,29,27,3,2023,0.51,30.99,3.87,35,49,115,23.28,9,38,32.2,36.28
